Event Time (UTC),GPS Time (UTC),Horizontal Accuracy,Latitude,Longitude,Speed (GPS),City,Cellular Carrier,Carrier MCC,Carrier MNC,Google Play Services Status,Device ID,IP Address,Device Language,Device Model,Device OS,Device OS Version,Region,Session Start Time (UTC),Analytics Event Type
2026-02-06 05:05:29.660,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:29.994,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:29.993,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:29.994,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:29.994,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,impression
2026-02-06 05:05:30.011,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:29.994,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,impression
2026-02-06 05:05:30.161,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:30.159,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:30.440,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:30.440,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:30.432,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:30.648,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:30.687,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:30.678,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:30.691,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:30.691,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:30.688,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:30.691,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:30.720,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:30.720,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,impression
2026-02-06 05:05:30.732,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:30.771,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:30.722,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:30.773,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:30.786,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:30.796,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:30.791,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:30.809,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:30.802,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:30.822,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:30.829,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:30.836,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
2026-02-06 05:05:30.859,2026-02-06 05:05:24.529,108.195014,40.78202489296736,-111.99002463002383,-1.0,salt_lake_city,,,,,02F8BF90-F943-4C67-9997-0DF8E12BD310,,en_US,"iPhone18,2",ios,26.1,US,2026-02-06 05:05:26.324,custom
